feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,helmet,vest
0.1714770793914795,0.4069043695926666,0.014714204706251621,16.848896026611328,126.76513671875,187.17770385742188,16.588134765625,50.24899673461914,55.11110305786133,0.4069043695926666,0.0,0.0,0.0009876543190330267,0.0,151.06358337402344,45.331233978271484,104.2306137084961,41.57699966430664,14.742096900939941,40.23711013793945,0.0009876543190330267,0,0
0.00501253129914403,0.05137844756245613,0.31829574704170227,18.921052932739258,51.82581329345703,153.0,34.84566879272461,34.825679779052734,42.96370315551758,0.31829574704170227,0.0,0.0,0.0,0.0,104.61138916015625,51.37454605102539,126.89337921142578,56.82317352294922,33.23160934448242,55.07978057861328,0.0,0,0
0.0,0.0,0.46666666865348816,90.97916412353516,31.757143020629883,183.24940490722656,52.43063735961914,23.66221809387207,50.27298355102539,0.46666666865348816,0.0,0.0,0.0,0.0,106.75790405273438,72.6039810180664,203.77252197265625,2.164246082305908,31.7421875,36.39944839477539,0.0,0,0
0.0,0.01809210516512394,0.19572368264198303,25.873903274536133,56.395694732666016,164.3285369873047,44.93011474609375,30.247201919555664,72.13880920410156,0.19572368264198303,0.0,0.047179870307445526,0.0,0.0,57.78451919555664,63.71302795410156,134.3360137939453,32.95425033569336,29.643747329711914,52.045413970947266,0.047179870307445526,1,0
0.0,0.44583842158317566,0.0,13.514381408691406,113.77723693847656,106.7190933227539,5.104427337646484,29.119325637817383,38.164554595947266,0.44583842158317566,0.0007770583033561707,3.700277375173755e-05,0.004810360725969076,0.0,24.561702728271484,86.54849243164062,40.30567932128906,15.65831184387207,33.551231384277344,33.06004333496094,0.004810360725969076,1,0
0.0,0.0,0.04037266969680786,56.55745315551758,107.80123901367188,147.2142791748047,75.04438781738281,57.81092834472656,58.76422119140625,0.04037266969680786,0.0006568144308403134,0.12085385620594025,0.0013136288616806269,0.011330049484968185,82.22561645507812,49.49720764160156,156.95089721679688,41.67056655883789,40.283912658691406,63.72570037841797,0.12085385620594025,0,0
0.0,0.0,0.17590028047561646,117.5207748413086,41.01662063598633,123.1232681274414,52.538368225097656,20.156169891357422,55.509552001953125,0.17590028047561646,0.0,0.0,0.0003642191004473716,0.0,64.39117431640625,102.7498550415039,168.21925354003906,70.34908294677734,70.76144409179688,58.89052200317383,0.0003642191004473716,0,0
0.0,0.025815216824412346,0.239130437374115,34.565216064453125,44.87364196777344,150.4021759033203,43.04340744018555,36.249874114990234,55.43882369995117,0.239130437374115,0.0,0.0,0.0,0.0,98.4798812866211,25.98706817626953,48.332794189453125,40.97607421875,17.741018295288086,24.695117950439453,0.0,1,0
0.3254770040512085,0.5527496933937073,0.0011223345063626766,25.52020263671875,149.2317657470703,168.7418670654297,27.448888778686523,46.33277893066406,58.232078552246094,0.5527496933937073,0.0,0.00496446480974555,0.0,0.00026128761237487197,104.7916488647461,172.16094970703125,186.2733612060547,7.951752662658691,62.95311737060547,53.57606887817383,0.00496446480974555,0,0
0.0,0.11671087890863419,0.015915120020508766,13.355437278747559,90.05304718017578,127.05835723876953,3.299534320831299,36.21901321411133,47.06113052368164,0.11671087890863419,0.0019858155865222216,0.0,0.04056737571954727,0.0,70.39942932128906,86.0746078491211,131.2641143798828,49.33906173706055,38.17426681518555,58.63954162597656,0.04056737571954727,0,0
0.019393939524888992,0.24282827973365784,0.128484845161438,30.544445037841797,109.5309066772461,208.68746948242188,50.0881462097168,57.44668197631836,60.12150573730469,0.24282827973365784,0.0006514186388812959,0.0,0.035176604986190796,0.0,37.63144302368164,33.0615234375,157.78250122070312,32.06632995605469,39.60236740112305,65.933349609375,0.035176604986190796,0,0
0.034049585461616516,0.24347107112407684,0.009586776606738567,22.56958770751953,140.69305419921875,155.76710510253906,38.14393997192383,37.38798904418945,62.42424392700195,0.24347107112407684,0.002207505516707897,0.0,0.11363636702299118,0.0,83.960693359375,51.53624725341797,179.8905029296875,51.542850494384766,68.9290771484375,55.07367706298828,0.11363636702299118,0,0
0.0,0.007421150337904692,0.014842300675809383,70.95083618164062,67.88961029052734,117.06678771972656,55.13343811035156,41.54772186279297,48.949249267578125,0.014842300675809383,0.00011059499956900254,0.0,0.008958195336163044,0.0,41.36916732788086,48.87027359008789,103.02034759521484,46.68536376953125,37.28206253051758,62.22856521606445,0.008958195336163044,0,0
0.0,0.1361003816127777,0.34121620655059814,38.16312789916992,62.126930236816406,189.68629455566406,45.9901008605957,45.18248748779297,53.98117446899414,0.34121620655059814,0.0,0.0,0.025660429149866104,0.0,94.35739135742188,43.78364181518555,154.6087646484375,58.71501922607422,47.832637786865234,57.81083297729492,0.025660429149866104,1,0
0.013020833022892475,0.3784722089767456,0.2161458283662796,19.60069465637207,96.40538024902344,175.9270782470703,21.50767707824707,52.90571975708008,60.68208694458008,0.3784722089767456,0.17252607643604279,0.0,0.10896701365709305,0.0,35.58861541748047,81.23819732666016,141.82620239257812,35.21636962890625,46.84081268310547,72.88370513916016,0.17252607643604279,0,0
0.0,0.0,0.3747769296169281,124.77394104003906,50.93317413330078,175.07395935058594,49.74033737182617,40.283599853515625,56.76162338256836,0.3747769296169281,0.0,0.33734965324401855,0.0,0.0005561048164963722,62.068172454833984,87.13451385498047,174.0174102783203,29.792984008789062,37.204341888427734,55.182884216308594,0.33734965324401855,0,0
0.0,0.0,0.2837333381175995,44.173866271972656,43.90986633300781,160.8656005859375,63.63335418701172,20.677507400512695,57.553138732910156,0.2837333381175995,0.0,0.0,0.000577791768591851,0.0,78.44637298583984,40.396156311035156,94.97274017333984,57.646881103515625,24.828426361083984,60.98442077636719,0.000577791768591851,1,0
0.0,0.028266839683055878,0.27838799357414246,37.89194107055664,75.04910278320312,184.7273406982422,59.22175598144531,45.68293762207031,50.862003326416016,0.27838799357414246,0.07025761157274246,0.2512992024421692,0.008442065678536892,0.022002900019288063,49.65213394165039,72.85200500488281,183.66659545898438,42.88370132446289,51.092926025390625,57.27988815307617,0.2512992024421692,0,0
0.014719847589731216,0.33974358439445496,0.23528015613555908,31.90978240966797,94.70845031738281,179.9209442138672,36.79550552368164,64.30738830566406,52.17425537109375,0.33974358439445496,0.2148994654417038,0.0008253967971540987,0.17794708907604218,0.06448677182197571,54.74757766723633,108.35582733154297,127.6426010131836,50.126102447509766,68.13151550292969,72.03296661376953,0.2148994654417038,0,0
0.0,0.14401859045028687,0.0,29.903600692749023,82.47154235839844,107.05342864990234,42.94580841064453,48.158451080322266,58.701290130615234,0.14401859045028687,0.0,0.0,0.12850216031074524,0.0,52.50148010253906,102.72737121582031,165.09994506835938,61.10346603393555,58.173370361328125,67.80604553222656,0.12850216031074524,0,0
0.0,0.0,0.17307692766189575,23.50384521484375,56.098716735839844,152.9320526123047,49.8164176940918,16.607589721679688,55.92258071899414,0.17307692766189575,0.0,0.0,0.0014952841447666287,0.0,106.10110473632812,36.010581970214844,151.6587371826172,49.367366790771484,19.120359420776367,55.39398193359375,0.0014952841447666287,1,0
0.30471014976501465,0.13840579986572266,0.16920289397239685,21.449275970458984,110.1271743774414,208.65724182128906,21.32696533203125,63.48827362060547,50.43062973022461,0.30471014976501465,0.0,0.0,0.0038314175326377153,0.0,99.01580810546875,34.40162658691406,138.28639221191406,33.39033889770508,20.8106746673584,57.50293731689453,0.0038314175326377153,0,1
0.6366666555404663,0.0,0.0020000000949949026,34.70066833496094,175.6719970703125,184.09866333007812,7.434540748596191,48.63691711425781,46.03464889526367,0.6366666555404663,0.028747092932462692,0.40628114342689514,0.013293452560901642,0.006812894716858864,62.06281280517578,92.36590576171875,132.03822326660156,21.25589942932129,43.2279052734375,53.880428314208984,0.40628114342689514,0,0
