timestamp,frame_number,person_id,helmet_detected,helmet_confidence,vest_detected,vest_confidence,head_bbox,torso_bbox,status
2026-05-01T13:58:20.134763,47,0,False,0.3604,False,0.069,"[80.35163387722439, 215.14554659525555, 280.8973827785916, 355.2621336619059]",null,VIOLATION
2026-05-01T13:58:20.352487,48,0,False,0.3586,False,0.0645,"[88.84523459540472, 219.94805971781415, 280.9625258551704, 358.11791063944503]",null,VIOLATION
2026-05-01T13:58:20.571788,49,0,False,0.3799,False,0.0943,"[81.0883662753635, 222.30685234069824, 284.7618831210666, 358.08486289978026]",null,VIOLATION
2026-05-01T13:58:20.789413,50,0,False,0.395,False,0.0772,"[85.9469851175944, 219.61535453796387, 295.3195070902506, 356.3547992706299]",null,VIOLATION
2026-05-01T13:58:21.003101,51,0,False,0.4359,False,0.0691,"[94.35899904039172, 190.39492289225262, 279.2293298509386, 351.99275461832684]",null,VIOLATION
2026-05-01T13:58:21.232806,52,0,False,0.4339,False,0.0674,"[88.02229936387805, 180.6580988566081, 262.6863527086046, 352.35291544596356]",null,VIOLATION
2026-05-01T13:58:21.447295,53,0,False,0.4294,False,0.0865,"[92.20412216186523, 192.25499788920087, 262.1194938659668, 354.4680296579997]",null,VIOLATION
2026-05-01T13:58:21.671090,54,0,False,0.4007,False,0.0691,"[93.22506671481662, 210.10374387105304, 289.2926631503635, 357.85983899434405]",null,VIOLATION
2026-05-01T13:58:21.894206,55,0,False,0.3944,False,0.082,"[89.97949676513672, 222.27524439493817, 299.68519134521483, 353.6988169352214]",null,VIOLATION
2026-05-01T13:58:22.111283,56,0,False,0.4011,False,0.0726,"[96.64085430569119, 224.29788271586102, 297.22203106350366, 354.3736044565837]",null,VIOLATION
2026-05-01T13:58:22.333466,57,0,False,0.39,False,0.0726,"[84.68451232910157, 227.2185770670573, 295.07622985839845, 350.09483439127604]",null,VIOLATION
2026-05-01T13:58:22.545847,58,0,False,0.3783,False,0.068,"[86.66891462537976, 223.753023147583, 284.07499372694224, 346.93049812316895]",null,VIOLATION
2026-05-01T13:58:22.752410,59,0,False,0.3994,False,0.0678,"[84.92741436428494, 221.1620044708252, 297.08572430080835, 358.4484447479248]",null,VIOLATION
2026-05-01T13:58:22.960646,60,0,False,0.3776,False,0.0726,"[83.19401372273764, 222.88891792297363, 296.41115239461266, 362.5133449554443]",null,VIOLATION
2026-05-01T13:58:23.165307,61,0,False,0.3604,False,0.068,"[78.22502432929144, 216.56469027201337, 286.316470252143, 362.45396105448407]",null,VIOLATION
2026-05-01T13:58:23.381086,62,0,False,0.3921,False,0.068,"[90.7714862399631, 221.1255995432536, 299.69534793429904, 357.49645296732587]",null,VIOLATION
2026-05-01T13:58:23.594183,63,0,False,0.3633,False,0.0817,"[63.63836669921875, 228.40513865152997, 289.03253173828125, 363.6685564676921]",null,VIOLATION
2026-05-01T13:58:23.794205,64,0,False,0.3353,False,0.05,"[86.01012674967447, 217.52440134684247, 286.32490030924475, 367.8398646036784]",null,VIOLATION
2026-05-01T13:58:24.018145,65,0,False,0.3859,False,0.0547,"[107.19767379760742, 214.03846740722656, 303.16132736206055, 353.74560089111327]",null,VIOLATION
2026-05-01T13:58:24.246546,66,0,False,0.356,False,0.0547,"[91.16246761745877, 207.9969660441081, 313.89125179714625, 363.92015329996747]",null,VIOLATION
2026-05-01T13:58:24.461768,67,0,False,0.3592,False,0.0457,"[97.16108254326714, 205.39774258931476, 314.71855019463436, 365.90022366841634]",null,VIOLATION
2026-05-01T13:58:24.680623,68,0,False,0.235,False,0.0455,"[88.49425014919704, 188.68943214416504, 299.39203457302517, 367.67623863220217]",null,VIOLATION
2026-05-01T13:58:24.899826,69,0,False,0.3275,False,0.0925,"[110.54930445353189, 141.2702973683675, 361.8619021097819, 340.1827874501546]",null,VIOLATION
2026-05-01T13:58:25.120397,70,0,False,0.2174,False,0.05,"[220.30540101793076, 90.71529388427734, 465.87943971421987, 265.18224945068357]",null,VIOLATION
2026-05-01T13:58:25.331313,71,0,False,0.1812,False,0.0601,"[302.1530342949761, 33.026123046875, 523.9078499688043, 220.5960464477539]",null,VIOLATION
2026-05-01T13:58:25.547155,72,0,False,0.2332,False,0.0313,"[308.4608395046658, 47.01642354329428, 507.89086880154076, 187.2344487508138]",null,VIOLATION
2026-05-01T13:58:25.769158,73,0,False,0.2563,False,0.0313,"[289.27316046820744, 80.73244094848633, 473.89363165961373, 202.69771881103514]",null,VIOLATION
2026-05-01T13:58:25.989262,74,0,False,0.2328,False,0.0455,"[302.10002407497825, 118.16412925720215, 456.67386440700955, 223.74801597595214]",null,VIOLATION
2026-05-01T13:58:26.212897,75,0,False,0.2585,False,0.0362,"[319.70520867241754, 137.21857070922852, 473.6338890923394, 239.29457092285156]",null,VIOLATION
2026-05-01T13:58:26.437894,76,0,False,0.2713,False,0.0313,"[336.141485426161, 134.3679173787435, 496.13654157850476, 241.4263959248861]",null,VIOLATION
2026-05-01T13:58:26.659675,77,0,False,0.3397,False,0.0312,"[346.11648729112414, 80.56571642557779, 476.1252153184679, 229.14238039652506]",null,VIOLATION
2026-05-01T13:58:26.876029,78,0,False,0.3324,False,0.0724,"[390.05089365641277, 11.216449737548828, 550.4710840861003, 176.51091995239258]",null,VIOLATION
2026-05-01T13:58:27.118495,79,0,False,0.1705,False,0.0692,"[468.0696716308594, -42.57668813069662, 631.0624084472656, 89.56450449625652]",null,VIOLATION
2026-05-01T13:58:27.359603,80,0,False,0.2317,False,0.0644,"[531.5436248779297, -28.911705017089844, 695.4952545166016, 120.9058578491211]",null,VIOLATION
2026-05-01T13:58:28.012889,95,0,False,0.3057,False,0.0463,"[59.08805448744032, 304.31543350219727, 94.59086286756728, 374.60866622924806]",null,VIOLATION
2026-05-01T13:58:28.251521,96,0,True,0.6286,False,0.0323,"[142.2170155843099, 283.2003529866536, 222.47638448079428, 435.38233846028646]","[-426.23707580566406, 347.14482021331787, 122.62211608886719, 792.6432065963745]",PARTIAL_VIOLATION
2026-05-01T13:58:28.469789,97,0,True,0.5053,False,0.0235,"[271.40473141140404, 266.4592202504476, 354.2097485012478, 341.7760201772054]","[166.12096405029297, 323.7495861053467, 392.2358932495117, 538.1895961761475]",PARTIAL_VIOLATION
2026-05-01T13:58:28.692422,98,0,True,0.5604,False,0.0332,"[311.1306501600477, 224.90388870239258, 429.5208662245009, 336.9827621459961]","[261.89431381225586, 292.07060623168945, 444.7748832702637, 481.4098091125488]",PARTIAL_VIOLATION
2026-05-01T13:58:28.899985,99,0,True,0.7023,False,0.0138,"[354.40359225802956, 213.00818761189777, 469.9832248263889, 321.2881535847982]","[276.26005363464355, 283.99237632751465, 490.40782737731934, 484.91652488708496]",PARTIAL_VIOLATION
2026-05-01T13:58:29.131368,100,0,True,0.6172,False,0.0179,"[384.5677917480469, 205.22242546081543, 506.90712280273436, 313.39128532409666]","[329.5803413391113, 270.6019506454468, 525.6208839416504, 454.35319805145264]",PARTIAL_VIOLATION
2026-05-01T13:58:29.350433,101,0,True,0.5708,False,0.0324,"[388.9160346137153, 205.820468266805, 513.8007758246528, 307.9893716176351]","[340.2427673339844, 269.45486640930176, 527.5390625, 459.8712100982666]",PARTIAL_VIOLATION
2026-05-01T13:58:29.570151,102,0,True,0.642,False,0.0384,"[380.4935758802626, 223.00942103068036, 496.7881132337782, 309.77483317057295]","[329.2428855895996, 279.6244239807129, 520.9581108093262, 482.57280349731445]",PARTIAL_VIOLATION
2026-05-01T13:58:29.794414,103,0,True,0.6566,False,0.0432,"[383.1589179144965, 208.93874486287433, 503.79739447699654, 303.47697728474935]","[322.6584892272949, 269.8973865509033, 525.6795616149902, 466.71594429016113]",PARTIAL_VIOLATION
2026-05-01T13:58:30.010189,104,0,True,0.6462,False,0.0386,"[386.4868728637695, 203.79759152730304, 508.2061965942383, 302.3206132253011]","[320.7285842895508, 265.93484687805176, 525.8545913696289, 467.4019260406494]",PARTIAL_VIOLATION
2026-05-01T13:58:30.236001,105,0,True,0.6401,False,0.0531,"[382.4429782443577, 202.84844716389972, 512.7914645724827, 304.3995068868001]","[318.9085502624512, 275.38136100769043, 526.6575889587402, 479.6246852874756]",PARTIAL_VIOLATION
2026-05-01T13:58:30.448049,106,0,True,0.5921,False,0.063,"[391.075321621365, 208.58809153238934, 504.36749691433374, 303.73472620646163]","[317.37747955322266, 273.44324684143066, 525.488655090332, 474.7236957550049]",PARTIAL_VIOLATION
2026-05-01T13:58:30.654135,107,0,True,0.6187,False,0.0534,"[390.52322642008465, 206.86440467834473, 504.23474375406903, 303.8540714263916]","[318.7776184082031, 273.5658874511719, 525.4084777832031, 472.2279510498047]",PARTIAL_VIOLATION
2026-05-01T13:58:30.872808,108,0,True,0.6187,False,0.0534,"[386.96570756700305, 206.16669972737628, 506.3782136705187, 304.45285619099934]","[324.05053329467773, 268.05963134765625, 528.1374626159668, 465.43821716308594]",PARTIAL_VIOLATION
2026-05-01T13:58:31.093961,109,0,True,0.6219,False,0.0484,"[390.22091132269964, 203.62929979960126, 507.15806952582466, 306.2346968332927]","[320.01996994018555, 272.0666255950928, 526.9490623474121, 467.127233505249]",PARTIAL_VIOLATION
2026-05-01T13:58:31.290801,110,0,True,0.5971,False,0.0479,"[388.72256537543404, 193.55127334594727, 509.2248053656684, 289.47074127197266]","[321.01711654663086, 255.31951332092285, 530.0511894226074, 467.72924995422363]",PARTIAL_VIOLATION
2026-05-01T13:58:31.511289,111,0,True,0.6277,False,0.0287,"[389.93605244954426, 144.38679218292236, 523.4286122639974, 263.47887058258056]","[325.59625244140625, 219.47646045684814, 538.249267578125, 406.353798866272]",PARTIAL_VIOLATION
2026-05-01T13:58:31.717998,112,0,True,0.6392,False,0.0718,"[392.15098978678384, 116.3035806020101, 523.7870188395183, 230.79884198506676]","[331.0632743835449, 188.96969032287598, 540.3802452087402, 385.7515125274658]",PARTIAL_VIOLATION
2026-05-01T13:58:31.925795,113,0,True,0.6607,False,0.0666,"[396.7338609483507, 108.18732897440592, 521.9122606065538, 217.498179880778]","[322.2596015930176, 174.03802299499512, 542.2740516662598, 376.4508876800537]",PARTIAL_VIOLATION
2026-05-01T13:58:32.143516,114,0,True,0.653,False,0.0716,"[396.1510109795464, 88.65203539530435, 522.1066811455621, 201.39988695780437]","[329.1733589172363, 152.54381561279297, 542.4303016662598, 353.1030807495117]",PARTIAL_VIOLATION
2026-05-01T13:58:32.359313,115,0,True,0.6319,False,0.0762,"[391.69159935845266, 90.68166891733804, 527.2139809502496, 209.1596424738566]","[325.0423927307129, 163.21607494354248, 540.0648384094238, 359.1732702255249]",PARTIAL_VIOLATION
2026-05-01T13:58:32.596892,116,0,True,0.5264,False,0.0469,"[389.455573187934, 103.6079486211141, 517.5980902777778, 216.4602217992147]","[318.74797439575195, 168.84226369857788, 537.1946754455566, 372.58119535446167]",PARTIAL_VIOLATION
2026-05-01T13:58:32.808580,117,0,True,0.5585,False,0.0517,"[390.79292331271705, 114.20597235361734, 513.7844760470921, 228.12466780344644]","[325.85894775390625, 183.68982553482056, 532.8007202148438, 382.1797299385071]",PARTIAL_VIOLATION
2026-05-01T13:58:33.025884,118,0,True,0.5392,False,0.0479,"[384.12989417182075, 128.066455523173, 512.7613394843207, 239.36173254648844]","[316.5675735473633, 195.2782416343689, 528.2635879516602, 393.7092661857605]",PARTIAL_VIOLATION
2026-05-01T13:58:33.244624,119,0,True,0.5396,False,0.0526,"[377.0642934163411, 136.63276831309, 510.3791982014974, 240.68269583384196]","[320.3782768249512, 203.66733169555664, 524.8094444274902, 399.4961585998535]",PARTIAL_VIOLATION
2026-05-01T13:58:33.447926,120,0,True,0.5269,False,0.0426,"[372.30426635742185, 149.74695364634195, 504.85332641601565, 252.74069334665933]","[309.07221603393555, 213.81839418411255, 520.4593772888184, 407.55712366104126]",PARTIAL_VIOLATION
2026-05-01T13:58:33.661395,121,0,True,0.5484,False,0.0381,"[375.4799986097548, 155.55673281351724, 499.992608473036, 258.17032496134436]","[311.92545318603516, 221.6648554801941, 515.1768264770508, 402.2221541404724]",PARTIAL_VIOLATION
2026-05-01T13:58:33.886184,122,0,True,0.508,False,0.0334,"[374.517534383138, 158.1943416595459, 501.77391866048174, 260.11421928405764]","[309.7407112121582, 221.93595600128174, 518.1559791564941, 410.2938394546509]",PARTIAL_VIOLATION
2026-05-01T13:58:34.127578,123,0,False,0.4984,False,0.0472,"[376.0735804239909, 152.21552848815918, 501.47827402750653, 250.68960609436036]","[304.9906349182129, 217.51049280166626, 521.5707588195801, 410.7290196418762]",VIOLATION
2026-05-01T13:58:34.340702,124,0,True,0.5842,False,0.0566,"[377.47149081759983, 146.8677314122518, 502.6874209933811, 242.58662675221763]","[313.6384620666504, 210.1464672088623, 522.1108589172363, 410.1678829193115]",PARTIAL_VIOLATION
2026-05-01T13:58:34.561750,125,0,True,0.5732,False,0.0519,"[375.3480760362413, 144.86476103464761, 506.72043931749135, 251.89608618418376]","[312.87840270996094, 213.81680345535278, 522.4441680908203, 402.02583932876587]",PARTIAL_VIOLATION
2026-05-01T13:58:34.775770,126,0,True,0.6635,False,0.0865,"[378.8014124552409, 148.32395235697427, 506.75215098063154, 249.60906740824382]","[312.1391372680664, 210.66016244888306, 521.450569152832, 410.4012722969055]",PARTIAL_VIOLATION
2026-05-01T13:58:34.992575,127,0,True,0.6486,False,0.0721,"[372.8855926513672, 147.3927672704061, 499.51324157714845, 250.30795472462972]","[310.63792419433594, 210.70251846313477, 520.0566558837891, 404.2085609436035]",PARTIAL_VIOLATION
2026-05-01T13:58:35.202503,128,0,True,0.6686,False,0.0769,"[375.7426106770833, 147.96170393625894, 501.3949422200521, 248.04867064158123]","[310.6901435852051, 206.6899824142456, 521.9903297424316, 405.39437770843506]",PARTIAL_VIOLATION
2026-05-01T13:58:35.422495,129,0,True,0.5892,False,0.067,"[377.3659996880425, 144.1688346862793, 503.31928948296445, 249.29768486022948]","[312.7998580932617, 208.70749711990356, 523.8547286987305, 404.32722330093384]",PARTIAL_VIOLATION
2026-05-01T13:58:35.643425,130,0,True,0.6631,False,0.0817,"[376.6895701090495, 146.1983823776245, 504.8201853434245, 246.2434293746948]","[315.81122970581055, 211.05388498306274, 523.2107200622559, 399.71507692337036]",PARTIAL_VIOLATION
2026-05-01T13:58:35.860712,131,0,True,0.6596,False,0.0867,"[377.2032686021593, 142.75755246480307, 499.8441133287218, 250.02857526143393]","[315.56200790405273, 206.89534664154053, 517.3754997253418, 405.4802656173706]",PARTIAL_VIOLATION
2026-05-01T13:58:36.088316,132,0,True,0.6648,False,0.0374,"[376.990912882487, 142.20348040262857, 505.9794138590495, 242.86191469828287]","[313.4553527832031, 206.51986598968506, 524.0806579589844, 396.90932750701904]",PARTIAL_VIOLATION
2026-05-01T13:58:36.316192,133,0,True,0.6635,False,0.0619,"[378.76021067301434, 146.68891747792563, 504.6084467569987, 244.28234132130942]","[313.32349014282227, 205.8047661781311, 523.1388740539551, 412.49692583084106]",PARTIAL_VIOLATION
2026-05-01T13:58:36.542000,134,0,True,0.665,False,0.0576,"[377.48884836832684, 146.52040481567383, 501.49031321207684, 249.25394020080566]","[314.3889617919922, 209.20759391784668, 518.7145233154297, 403.3077220916748]",PARTIAL_VIOLATION
2026-05-01T13:58:36.753068,135,0,True,0.6248,False,0.0623,"[377.695482550727, 142.85178979237875, 505.0519217597114, 251.72554276784263]","[310.83320236206055, 209.28202056884766, 519.6719017028809, 404.88370513916016]",PARTIAL_VIOLATION
2026-05-01T13:58:36.970879,136,0,True,0.6657,False,0.0716,"[371.5767635769314, 147.5142002105713, 504.0348934597439, 246.1552391052246]","[310.113037109375, 209.25146770477295, 523.217041015625, 410.3641347885132]",PARTIAL_VIOLATION
2026-05-01T13:58:37.189339,137,0,True,0.6375,False,0.0813,"[377.68463253445094, 150.38878440856934, 494.8982311672634, 240.65860862731932]","[315.19923400878906, 208.42396688461304, 521.5395050048828, 420.19637632369995]",PARTIAL_VIOLATION
2026-05-01T13:58:37.407528,138,0,True,0.6467,False,0.0813,"[373.97637736002605, 151.0054588317871, 501.3665384928386, 245.75366744995117]","[317.4129295349121, 209.98777198791504, 519.5767021179199, 408.71685218811035]",PARTIAL_VIOLATION
2026-05-01T13:58:37.630914,139,0,True,0.5883,False,0.0567,"[368.433659362793, 147.5437275568644, 499.8255416870117, 242.13369871775308]","[314.8718566894531, 208.43234395980835, 519.900634765625, 405.6300845146179]",PARTIAL_VIOLATION
2026-05-01T13:58:37.904297,140,0,True,0.6288,False,0.0664,"[374.44591640896266, 147.20904191335043, 498.8045956081814, 240.75532563527426]","[315.7452049255371, 208.47006511688232, 523.6577568054199, 414.72399044036865]",PARTIAL_VIOLATION
2026-05-01T13:58:38.108772,141,0,True,0.5798,False,0.0716,"[377.66879102918836, 147.26972579956055, 507.9282514784071, 243.9418601989746]","[316.51340103149414, 211.2990117073059, 523.3480110168457, 402.9111313819885]",PARTIAL_VIOLATION
2026-05-01T13:58:38.322469,142,0,True,0.6532,False,0.0619,"[382.0871478610569, 147.79963175455728, 507.12320132785374, 243.6459856669108]","[313.0045356750488, 208.77658367156982, 520.8621559143066, 410.18773555755615]",PARTIAL_VIOLATION
2026-05-01T13:58:38.541081,143,0,True,0.627,False,0.0864,"[381.67547234429253, 146.37226740519205, 509.2032982720269, 244.18257853190104]","[312.4483947753906, 207.59200286865234, 521.749755859375, 408.4940414428711]",PARTIAL_VIOLATION
2026-05-01T13:58:38.767740,144,0,True,0.6341,False,0.0963,"[376.76087375217014, 146.94475332895914, 505.5719577365452, 241.01140791575114]","[319.5362091064453, 208.8649206161499, 522.2211456298828, 408.67048931121826]",PARTIAL_VIOLATION
2026-05-01T13:58:38.994396,145,0,True,0.6183,False,0.0755,"[376.76575351291234, 134.14724985758463, 505.16836581759986, 225.66193834940592]","[316.00965118408203, 205.98831796646118, 517.5220718383789, 413.46339082717896]",PARTIAL_VIOLATION
2026-05-01T13:58:39.219522,146,0,True,0.5153,False,0.0517,"[376.7219646877712, 132.15027332305908, 510.85555843777126, 228.65680599212646]","[316.8015251159668, 206.7505373954773, 522.1035423278809, 414.74831914901733]",PARTIAL_VIOLATION
2026-05-01T13:58:39.435285,147,0,True,0.5563,False,0.0563,"[378.7472871568468, 131.82597160339355, 513.7491609361437, 225.7074996948242]","[310.336238861084, 206.27660465240479, 522.743480682373, 415.14733600616455]",PARTIAL_VIOLATION
2026-05-01T13:58:39.666154,148,0,True,0.5384,False,0.0567,"[381.68517371283633, 122.4793847401937, 514.3689627753364, 227.7904157002767]","[307.49128341674805, 206.21065378189087, 519.707088470459, 414.2219281196594]",PARTIAL_VIOLATION
2026-05-01T13:58:39.882988,149,0,True,0.5,False,0.0713,"[370.60921478271484, 152.17567761739096, 491.1032028198242, 215.99439252217613]","[321.4737243652344, 208.74498224258423, 517.1416931152344, 424.8925938606262]",PARTIAL_VIOLATION
2026-05-01T13:58:40.096520,150,0,False,0.4873,False,0.0514,"[349.7390455457899, 154.06943957010904, 472.0808363172743, 213.30100542704264]","[322.69397735595703, 218.55604362487793, 510.17337799072266, 451.6826992034912]",VIOLATION
2026-05-01T13:58:40.307898,151,0,False,0.4537,False,0.0521,"[348.1915113661024, 158.41592152913412, 463.9866468641493, 215.79153951009116]","[317.9510612487793, 207.68153285980225, 509.8697166442871, 456.51338481903076]",VIOLATION
2026-05-01T13:58:40.528287,152,0,True,0.5373,False,0.0514,"[349.47326999240454, 158.21969985961914, 474.57327609592016, 217.69387130737306]","[319.1778907775879, 217.46728992462158, 509.1278877258301, 437.2887125015259]",PARTIAL_VIOLATION
2026-05-01T13:58:40.738143,153,0,True,0.6505,False,0.0717,"[367.3801847669813, 138.6721690495809, 504.7681425306532, 231.9606654485067]","[315.41676330566406, 209.35878038406372, 518.8463897705078, 416.46883249282837]",PARTIAL_VIOLATION
2026-05-01T13:58:40.971667,154,0,True,0.6119,False,0.0711,"[368.3759106106228, 146.31309509277344, 505.7781506008572, 232.67007331848146]","[310.0395317077637, 209.6929407119751, 522.6596336364746, 411.35334491729736]",PARTIAL_VIOLATION
2026-05-01T13:58:41.196528,155,0,True,0.6312,False,0.0768,"[370.4344136555989, 149.83975887298584, 508.95701497395834, 234.75930652618408]","[313.9185485839844, 210.99879598617554, 520.9708251953125, 406.6649737358093]",PARTIAL_VIOLATION
